Image,Category,Description,Sold as,Results,Fentanyl & Benzodiazepine Test,Notes,Location,Date
https://getyourdrugstested.com/wp-content/uploads/2023/10/G2431.jpg,Opioid,Pink Granules,Sold as: Down,"Fentanyl:40-45%, Bromazolam:25-30%, Caffeine:20-25%, Uncertain Carbohydrate:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: This sample contains extremely high amounts of fentanyl and bromazolam. Combing opioids and benzodiazepines greatly increases the risk of complex overdose.,"Vancouver, BC",10/24/2023
https://getyourdrugstested.com/wp-content/uploads/2023/10/G2020.jpg,Opioid,Light Pink Chunk Code:  pyramid,Sold as: Hydromorphone,"Lactose:50-55%, Uncertain Carbohydrate:30-35%, Hydromorphone:5-10%, Uncertain Oil:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: Sample unexpectedly tested positive for both fentanyl and benzodiazepines. Combining opioids and benzodiazepines greatly increases the risk of complex overdose.,"Vancouver, BC",10/20/2023
https://getyourdrugstested.com/wp-content/uploads/2023/10/G1501.jpg,Stimulant,White Powder,Sold as: Cocaine,,Fentanyl: Positive,Notes: This sample was submitted in a baggie with pink smears on the inside. I ran one fentanyl test in the baggie. The pink smears dissolved easily. The water in the baggie tested positive for fentanyl. The cocaine on the spectrometer also tested positive for fentanyl. My hypothesis is that the sample was delivered in a baggie that previously held down/fentanyl.  Fentanyl positive cocaine consumed by someone unaware of that can lead to an opioid overdose.,"Vancouver, BC",10/15/2023
https://getyourdrugstested.com/wp-content/uploads/2023/10/G1408.jpg,Opioid,Dark Pink Chunk,Sold as: Down,"Xylazine:30-35%, Bromazolam:25-30%, Caffeine:20-25%, Uncertain Match:10-15%",Fentanyl: PositiveBenzodiazepine: Positive,"Notes: This sample is being sold as down. This sample presents an extreme risk of a complex overdose due to the presence of xylazine and a high concentration of a benzodiazepine, as well as being fentanyl positive.","Vancouver, BC",10/14/2023
https://getyourdrugstested.com/wp-content/uploads/2023/10/G1407.jpg,Opioid,Dark Pink Chunk,Sold as: Down,"Xylazine:90-95%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: This sample is being sold as down. it is extremely risky due to the fact that it is almost entirely xylazine that is also positive for both fentanyl and benzodiazepines. The risk for a complex overdose is very high.,"Vancouver, BC",10/14/2023
https://getyourdrugstested.com/wp-content/uploads/2023/10/G0916.jpg,Opioid,Light Yellow Powder,Sold as: Down,"Bromazolam:90-95%, Uncertain Carbohydrate:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: This sample of the benzodiazepine bromazolam is positive for fentanyl on the test strip. High amounts of benzodiazepines and fentanyl have a high chance of leading to a complex overdose.,"Vancouver, BC",10/09/2023
https://getyourdrugstested.com/wp-content/uploads/2023/09/G1708.jpg,Opioid,Light Brown Powder,Sold as: Heroin,"Para-Fluorofentanyl Base:55-60%, Caffeine:20-25%, Bromazolam:10-15%, Erythritol:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: This sample is quite risky due to the high fentanyl and benzodiazepine content. Users without a tolerance to these substances are at risk of a complex overdose that won't be fully reversed by Naloxone.,"Vancouver, BC",09/17/2023
https://getyourdrugstested.com/wp-content/uploads/2023/09/G0938.jpg,Opioid,Dark Purple Pebble,Sold as: Down,"Fentanyl:45-50%, Bromazolam:25-30%, Xylazine:20-25%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: This sample contained large proportions of three potent and active ingredients with no visible buffing agents. Such a sample would be highly likely to trigger an overdose or other adverse reaction.,"Vancouver, BC",09/09/2023
https://getyourdrugstested.com/wp-content/uploads/2023/08/G0525.jpg,Stimulant,Light Purple Crystal,Sold as: Methamphetamine,"Fentanyl:90-95%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Negative,Notes: Substance was purchased as methamphetamine and caused a fatal overdose. This substance is fentanyl and does not appear to contain any methamphetamine.,"Vancouver, BC",08/05/2023
https://getyourdrugstested.com/wp-content/uploads/2023/08/G0507.jpg,Psychedelic,White Powder Code:  panda,Sold as: 2C-B HCl,"Xylazine:85-90%, Ketamine:10-15%",Fentanyl: Negative,Notes: This sample is extremely risky as it is a tranquilizer and a dissociative being sold as a psychedelic stimulant. The effects would be unexpected and has the potential of producing respiratory distress.,"Vancouver, BC",08/05/2023
https://getyourdrugstested.com/wp-content/uploads/2023/07/G2922.jpg,Psychedelic,White Powder,Sold as: Ketamine,,Fentanyl: Negative,Notes: I confirmed with the client that this substance is actually being sold as ketamine. This is a stimulant being sold as a dissaccociative which can produce unexpected and unpleasant results.,"Vancouver, BC",07/29/2023
https://getyourdrugstested.com/wp-content/uploads/2023/07/G0603.jpg,Depressant,White Chunk,Sold as: Alprazolam,"Microcrystalline Cellulose:75-80%, Xylazine:5-10%, Uncertain Oil:5-10%, Uncertain Match:5-10%",Fentanyl: NegativeBenzodiazepine: Negative,Notes: Xylazine is a veterinary sedative with depressant and cardiovascular effects. It is not formulated for human use and when used as intended requires a reversal agent.,"Vancouver, BC",07/06/2023
https://getyourdrugstested.com/wp-content/uploads/2023/06/G2414.jpg,Psychedelic,Light Brown Granules Code:  bananagreen,Sold as: 2C-I,"6-MAM:40-45%, Caffeine:30-35%, Mannitol:20-25%",Fentanyl: Negative,Notes: This sample is dangerous because it is an opioid being sold as a psychedelic stimulant. Consumers without an opioid tolerance are at risk of an overdose.,"Vancouver, BC",06/24/2023
https://getyourdrugstested.com/wp-content/uploads/2023/05/G1506.jpg,Psychedelic,Colourless Crystal,Sold as: Ketamine,,Fentanyl: NegativeBenzodiazepine: Negative,"Notes: This sample is risky due to not being the product it was sold as, as well as being a stimulant instead of a dissociative. This could cause unexpected or unpleasant outcomes.","Vancouver, BC",05/15/2023
https://getyourdrugstested.com/wp-content/uploads/2023/05/G1327.jpg,Opioid,Yellow Powder,Sold as: Down,"Fentanyl:50-55%, Caffeine:20-25%, Bromazolam:15-20%, Uncertain Mineral:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: This sample contains both a high amount of fentanyl and benzodiazepines. Both these substances depress the central nervous system and together have a higher chance of leading to an overdose.,"Vancouver, BC",05/13/2023
https://getyourdrugstested.com/wp-content/uploads/2023/05/G1021.jpg,Unknown,Light Blue Tablet,Sold as: Unknown,"Microcrystalline Cellulose:70-75%, Fentanyl:10-15%, Uncertain Oil:5-10%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Negative,Notes: Imprint: M / 30. This pill contains a significant amount of fentanyl. Unknowingly consuming fentanyl can result in overdose.,"Vancouver, BC",05/10/2023
https://getyourdrugstested.com/wp-content/uploads/2023/05/G0622.jpg,Opioid,Light Pink Pebble Code:  Kona-pink,Sold as: Down,"Caffeine:35-40%, Fentanyl:20-25%, Flualprazolam:20-25%, Erythritol:15-20%",Fentanyl: PositiveBenzodiazepine: Positive,"Notes: This sample contains high amounts of both fentanyl and benzodiazepines, which increases the risk of complex overdose.","Vancouver, BC",05/06/2023
https://getyourdrugstested.com/wp-content/uploads/2023/05/G0621.jpg,Opioid,Dark Pink Pebble Code:  Kona-Plum,Sold as: Down,"Caffeine:45-50%, Etizolam:15-20%, Fentanyl:15-20%, Erythritol:10-15%",Fentanyl: PositiveBenzodiazepine: Negative,"Notes: This sample contains high amounts of both fentanyl and etizolam, which increases the risk of complex overdose.","Vancouver, BC",05/06/2023
https://getyourdrugstested.com/wp-content/uploads/2023/05/M0209-1.jpg,Opioid,Orange Chunk Code:  firewoodapr24,Sold as: Down,"Caffeine:45-50%, Erythritol:15-20%, Para-Fluorofentanyl:15-20%, Xylazine:5-10%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,"Notes: The uncertain match in this sample shares similarities with a number of benzodiazepines. This sample contains a fentanyl analog, xylazine and a benzodiazepine, increasing the risk of unwanted effects and complex overdose.","Anonymous, BC",05/02/2023
https://getyourdrugstested.com/wp-content/uploads/2023/05/0502.jpg,Opioid,Red Granules,Sold as: Down,"Para-Fluorofentanyl:45-50%, Caffeine:40-45%, Methamphetamine:10-15%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: This sample contains a higher than the average amount of a fentanyl analogue and is benzodiazepine positive. The combination of fentanyl and benzodiazepines has a higher chance of leading to a complex overdose.,"Vancouver, BC",05/01/2023
https://getyourdrugstested.com/wp-content/uploads/2023/04/G3034.jpg,Opioid,Blue Granules,Sold as: Down,"Para-Fluorofentanyl:50-55%, Caffeine:40-45%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: This sample contains a higher than the average amount of a fentanyl analogue and is benzodiazepine positive. The combination of fentanyl and benzodiazepines has a higher chance of leading to a complex overdose.,"Vancouver, BC",04/30/2023
https://getyourdrugstested.com/wp-content/uploads/2023/04/G3008.jpg,Opioid,Pink Granules,Sold as: Down,"Fentanyl:45-50%, Caffeine:45-50%, Diclazepam:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,"Notes: This sample presents a high risk of a complex overdose due to the large amount of fentanyl, and the presence of a higher than average amount of benzodiazepine.","Vancouver, BC",04/30/2023
https://getyourdrugstested.com/wp-content/uploads/2023/04/G2525.jpg,Stimulant,White Chunk,Sold as: Cocaine Base,"Caffeine:35-40%, Erythritol:35-40%, Para-Fluorofentanyl:15-20%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Negative,Notes: This sample was sold as crack cocaine and caused a non-fatal overdose.,"Vancouver, BC",04/25/2023
https://getyourdrugstested.com/wp-content/uploads/2023/04/G2417.jpg,Opioid,Dark Pink Powder Code:  narco 1,Sold as: Down,"Caffeine:40-45%, Etizolam:30-35%, Fentanyl:10-15%, Erythritol:10-15%",Fentanyl: PositiveBenzodiazepine: Positive,"Notes: This sample presents a high risk of a complex overdose due to the large amount of etizolam, the presence of fentanyl and the presence of a benzodiazepine.","Vancouver, BC",04/24/2023
https://getyourdrugstested.com/wp-content/uploads/2023/04/G2222.jpg,Opioid,Orange Granules,Sold as: Down,"Para-Fluorofentanyl:35-40%, Bromazolam:30-35%, Caffeine:20-25%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,"Notes: This sample contains high amounts of both fentanyl and benzodiazepines, which increases the risk of complex overdose.","Vancouver, BC",04/22/2023
https://getyourdrugstested.com/wp-content/uploads/2023/03/M2925.jpg,Opioid,Blue Granules,Sold as: Down,"Caffeine:40-45%, Bromazolam:15-20%, Fentanyl:15-20%, Erythritol:10-15%, Dimethyl Sulfone:10-15%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: This sample contains a larger amount of benzodiazepines than we typically see. Benzodiazepines (especially in large amounts) mixed with fentanyl can cause a complex overdose.,"Winnipeg, MB",03/29/2023
https://getyourdrugstested.com/wp-content/uploads/2023/03/G1902.jpg,Opioid,White Chunk,Sold as: Oxycodone,,Fentanyl: NegativeBenzodiazepine: Negative,Notes: This sample is risky because it was sold as an opiod but is in fact a cathinone. Someone expecting a depressant could have an adverse reaction to taking a stimulant.,"Vancouver, BC",03/19/2023
https://getyourdrugstested.com/wp-content/uploads/2023/03/G1611.jpg,Opioid,Dark Green Tablet,Sold as: Oxycodone,"Microcrystalline Cellulose:70-75%, Caffeine:15-20%, Fentanyl or analog:5-10%, Uncertain Oil:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,Notes:,"Vancouver, BC",03/16/2023
https://getyourdrugstested.com/wp-content/uploads/2023/02/G2006.jpg,Depressant,White Pressed Pill,Sold as: Alprazolam,"Microcrystalline Cellulose:75-80%, Xylazine:10-15%, Uncertain Oil:5-10%",Fentanyl: NegativeBenzodiazepine: Positive,Notes: Imprint: XANAX/2. This sample is extremely risky. The high xylazine content combined with a benzodiazepine presents a high risk of a complex overdose that does not respond to naloxone.,"Vancouver, BC",02/20/2023
https://getyourdrugstested.com/wp-content/uploads/2023/02/G0718.jpg,Depressant,White Tablet,Sold as: Alprazolam,"Microcrystalline Cellulose:65-70%, Xylazine:10-15%, Uncertain Oil:5-10%, Uncertain Match:5-10%",Fentanyl: NegativeBenzodiazepine: Negative,Notes: Imprint: XANAX / 2 Xylazine is a veterinary sedative with depressant and cardiovascular effects. It is not formulated for human use and when used as intended requires a reversal agent.,"Vancouver, BC",02/07/2023
https://getyourdrugstested.com/wp-content/uploads/2023/02/G0525.jpg,Opioid,Dark Green Powder,Sold as: Oxycodone,"Microcrystalline Cellulose:65-70%, Caffeine:15-20%, Fentanyl or analog:5-10%, Uncertain Oil:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: This sample unexpectedly contains both fentanyl and benzodiazepines. Combining fentanyl and benzodiazepines can result in a complex overdose.,"Vancouver, BC",02/05/2023
https://getyourdrugstested.com/wp-content/uploads/2023/02/G0524.jpg,Opioid,Green Powder,Sold as: Oxycodone,"Microcrystalline Cellulose:65-70%, Caffeine:15-20%, Fentanyl or analog:5-10%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: This sample unexpectedly contains both fentanyl and benzodiazepines. Combining fentanyl and benzodiazepines can result in a complex overdose.,"Vancouver, BC",02/05/2023
https://getyourdrugstested.com/wp-content/uploads/2023/02/G0334.jpg,Stimulant,White Crystal,Sold as: Methamphetamine,"Methamphetamine:80-85%, Cocaine Base:10-15%, Erythritol:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: This sample unexpectedly tested positive for fentanyl and benzodiazepines by test strip. Fentanyl can cause a severe overdose for those who do not regularly use opioids.,"Vancouver, BC",02/03/2023
https://getyourdrugstested.com/wp-content/uploads/2023/01/G2934.jpg,Opioid,Dark Green Pressed Pill,Sold as: Oxycodone,"Microcrystalline Cellulose:70-75%, Caffeine:10-15%, Uncertain Oil:5-10%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,"Notes: Imprint: 80. This sample contains fentanyl and benzodiazepines at less than 5% each, but that is still enough to effect the body. Unexpectedly consuming fentanyl and benzodiazepines has a higher chance of leading to a complex overdose.","Vancouver, BC",01/29/2023
https://getyourdrugstested.com/wp-content/uploads/2023/01/G2932.jpg,Opioid,White Pressed Pill,Sold as: Acetaminophen and Oxycodone,"Microcrystalline Cellulose:90-95%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: Imprint: TEC. This sample contains some amount of both fentanyl and benzodiazepines. Unexpectedly consuming fentanyl and benzodiazepines has a higher chance of leading to a complex overdose.,"Vancouver, BC",01/29/2023
https://getyourdrugstested.com/wp-content/uploads/2023/01/G2715-1.jpg,Opioid,Dark Yellow Granules,Sold as: Fentanyl,"Fentanyl:40-45%, Erythritol:25-30%, Uncertain Match:15-20%, Etizolam:10-15%",Fentanyl: PositiveBenzodiazepine: Positive,"Notes: This sample contains high amounts of both fentanyl and etizolam, which increases the risk of complex overdose.","Vancouver, BC",01/27/2023
https://getyourdrugstested.com/wp-content/uploads/2023/01/G1339.jpg,Opioid,Pink Granules,Sold as: Down,"Fentanyl:45-50%, Caffeine:30-35%, Bromazolam:15-20%",Fentanyl: PositiveBenzodiazepine: Positive,"Notes: This sample contains high amounts of both fentanyl and benzodiazepines. Mixing fentanyl and benzodiazepines increases the chance of a complex overdose, especially at such high concentrations.","Vancouver, BC",01/13/2023
https://getyourdrugstested.com/wp-content/uploads/2023/01/M1307.jpg,Opioid,Light Blue Chunk Code:  PERKY1,Sold as: Oxycodone,"Microcrystalline Cellulose:60-65%, Metodesnitazene:10-15%, Uncertain Match:10-15%, Uncertain Oil:5-10%, Oxycodone:5-10%",Fentanyl: Negative,Notes: Nitazenes are potent synthetic opioids from a drug class known as benzimidazole-opioids. Some nitazenes are estimated to be several times more potent than fentanyl.,"Anonymous, BC",01/13/2023
https://getyourdrugstested.com/wp-content/uploads/2023/01/G0816.jpg,Depressant,White Powder Code:  Fresh Fruits,Sold as: Xylazine,,Fentanyl: Negative,"Notes: This sample most resembled a reference in our libraries for Fast Red ITR Salt. This salt can cause serious adverse effects such as kidney failure, increased acid in blood, destruction of red blood cells and death.","Vancouver, BC",01/08/2023
https://getyourdrugstested.com/wp-content/uploads/2023/01/G0334.jpg,Psychedelic,White Powder Code:  Fanta-K1,Sold as: Ketamine,,Fentanyl: NegativeBenzodiazepine: Negative,Notes: This substance is a precursor chemical with little information about its toxicity and could cause health issues if consumed like ketamine.,"Vancouver, BC",01/03/2023
https://getyourdrugstested.com/wp-content/uploads/2022/12/G3065.jpg,Opioid,Green Pebble,Sold as: Down,"Caffeine:55-60%, Erythritol:20-25%, Fentanyl or analog:10-15%, Xylazine:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,"Notes: Sample contains fentanyl, benzodiazepines and xylazine. Xylazine combined with fentanyl and benzodiazepines can lead to a complex overdose.","Vancouver, BC",12/30/2022
https://getyourdrugstested.com/wp-content/uploads/2022/12/G1912.jpg,Stimulant,Light Yellow Chunk,Sold as: Cocaine Base,"Erythritol:45-50%, Caffeine:30-35%, Fentanyl or analog:20-25%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: Benzodiazepine positive down being sold as cocaine base presents a high risk of opioid overdose to the unsuspecting consumer. It's also a depressant being sold as a stimulant which could produce unexpected results for the consumer.,"Vancouver, BC",12/19/2022
https://getyourdrugstested.com/wp-content/uploads/2022/12/G1911.jpg,Stimulant,White Crystal,Sold as: Methamphetamine,"Methamphetamine:60-65%, Caffeine:25-30%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,"Notes: Methamphetamine that is positive for both fentanyl and benzodiazepines increases the risk of  complex overdoses, especially in consumers without an opiod and benzodiazepine tolerance.","Vancouver, BC",12/19/2022
https://getyourdrugstested.com/wp-content/uploads/2022/12/G1032.jpg,Depressant,White Chunk,Sold as: Alprazolam,"Microcrystalline Cellulose:85-90%, Uncertain Oil:5-10%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Negative,Notes: This sample unexpectedly contained fentanyl instead of benzodiazepines. Consuming fentanyl unexpectedly can lead to an overdose.,"Vancouver, BC",12/10/2022
https://getyourdrugstested.com/wp-content/uploads/2022/12/G1024.jpg,Opioid,Light Green Granules,Sold as: Down,"Caffeine:45-50%, Fentanyl:30-35%, Erythritol:10-15%, Xylazine:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,"Notes: The combination of xylazine, fentanyl, and benzodiazepines can cause complex overdose situations. Xylazine is a vet sedative not approved for human use.","Vancouver, BC",12/10/2022
https://getyourdrugstested.com/wp-content/uploads/2022/12/G0902.jpg,Opioid,White Tablet Code:  Blue,Sold as: Oxycodone,"Microcrystalline Cellulose:90-95%, Para-Fluorofentanyl:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: Imprint: S S / 20 This sample unexpectedly contains both fentanyl and benzodiazepines. Combining fentanyl and benzodiazepines can result in a complex overdose.,"Vancouver, BC",12/09/2022
https://getyourdrugstested.com/wp-content/uploads/2022/12/G0816.jpg,Opioid,Light Grey Granules,Sold as: Down,"Bromazolam:50-55%, Caffeine:30-35%, Fentanyl:15-20%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: This sample contains a considerable amount of both benzodiazepines and fentanyl. Consuming these substances together greatly increases the risk of complex overdose.,"Vancouver, BC",12/08/2022
https://getyourdrugstested.com/wp-content/uploads/2022/12/G0109.jpg,Opioid,Light Pink Granules,Sold as: Down,"Caffeine:30-35%, Fentanyl:25-30%, Bromazolam:15-20%, Erythritol:10-15%, Uncertain Carbohydrate:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,"Notes: This sample contains high amounts of both fentanyl and benzodiazepines (bromazolam), which increases the risk of complex overdose.","Vancouver, BC",12/01/2022
https://getyourdrugstested.com/wp-content/uploads/2022/11/G2902.jpg,Stimulant,Light Yellow Crystal,Sold as: Cocaine,,Fentanyl: NegativeBenzodiazepine: Negative,Notes: This sample is dangerous because it's not the substance it was sold as. Piperidone is a precursor and likely toxic to consume in any amount and by any route of administration.,"Vancouver, BC",11/29/2022
https://getyourdrugstested.com/wp-content/uploads/2022/11/G2613.jpg,Opioid,White Pressed Pill Code:  xmen888,Sold as: Oxycodone,"Microcrystalline Cellulose:90-95%, Fentanyl or analog:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: Imprint: SS / 20. This sample unexpectedly contains both fentanyl and benzodiazepines. Combining fentanyl and benzodiazepines can result in a complex overdose.,"Vancouver, BC",11/26/2022
https://getyourdrugstested.com/wp-content/uploads/2022/11/M2309.jpg,Opioid,Pink Powder Code:  Jenpink2,Sold as: Down,"Methamphetamine:30-35%, Caffeine:25-30%, Fentanyl:10-15%, Mannitol:10-15%, Bromazolam:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,"Notes: This sample contains a mix of fentanyl, bromazolam and methamphetamine. A fentanyl and benzodiazepine concentration can cause a complex overdose. Unexpectedly consuming a stimulant may cause undesired effects.","Anonymous, BC",11/23/2022
https://getyourdrugstested.com/wp-content/uploads/2022/11/G2007.jpg,Unknown,Brown Chunk Code:  Puma2,Sold as: Unknown,"Bromazolam:25-30%, Mannitol:25-30%, Caffeine:25-30%, Uncertain Match:10-15%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: This sample contains a disproportionately larger amount of benzodiazepines than we typically see. Benzodiazepines (especially in large amounts) mixed with fentanyl can cause a complex overdose.,"Vancouver, BC",11/20/2022
https://getyourdrugstested.com/wp-content/uploads/2022/11/G2009.jpg,Opioid,Brown Powder,Sold as: Down,"Methamphetamine:90-95%, Dimethyl Sulfone:5-10%",Fentanyl: NegativeBenzodiazepine: Negative,Notes: This sample was submitted as a down/opioid sample but we identified no opioids. Unexpectedly consuming a stimulant may cause undesired effects and may result in a stimulant overdose.,"Vancouver, BC",11/20/2022
https://getyourdrugstested.com/wp-content/uploads/2022/11/G1637.jpg,Unknown,Light Yellow Chunk Code:  orangepeach 5,Sold as: Unknown,"Xylitol:75-80%, Carfentanil:20-25%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Negative,Notes: This sample contains carfentanil. Any observable amount of carfentanil presents an extreme risk of overdose.,"Vancouver, BC",11/16/2022
https://getyourdrugstested.com/wp-content/uploads/2022/11/G1101.jpg,Depressant,Light Blue Pressed Pill Code:  Travel,Sold as: Alprazolam,"Microcrystalline Cellulose:60-65%, Uncertain Mineral:15-20%, Fentanyl:10-15%, Uncertain Oil:5-10%",Fentanyl: PositiveBenzodiazepine: Negative,Notes: Imprint: M / 30. This sample unexpectedly contained fentanyl instead of benzodiazepines. Consuming fentanyl unexpectedly can lead to an overdose.,"Vancouver, BC",11/11/2022
https://getyourdrugstested.com/wp-content/uploads/2022/11/G0813.jpg,Opioid,Light Brown Powder,Sold as: Down,"Caffeine:35-40%, Fentanyl:35-40%, Bromazolam:20-25%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: This sample contains a much larger amount of both fentanyl and bromazolam (a more common benzodiazepine cut) than samples we typically test. A strong fentanyl and benzodiazepine concentration can cause a complex overdose.,"Vancouver, BC",11/08/2022
https://getyourdrugstested.com/wp-content/uploads/2022/11/G0629.jpg,Opioid,Dark Pink Pebble Code:  Red,Sold as: Down,"Fentanyl:40-45%, Caffeine:30-35%, Erythritol:15-20%, Bromazolam:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: This sample contains a high percentage of fentanyl and benzodiazepines. The combination of both these substances has a higher chance of causing an overdose. Consider starting with a small tester dose and not using alone.,"Vancouver, BC",11/06/2022
https://getyourdrugstested.com/wp-content/uploads/2022/10/G1317.jpg,Opioid,Dark Yellow Granules,Sold as: Down,"Xylazine:50-55%, Fentanyl:25-30%, Propionanilide:15-20%",Fentanyl: PositiveBenzodiazepine: Positive,Notes:,"Vancouver, BC",10/13/2022
https://getyourdrugstested.com/wp-content/uploads/2022/10/G0840.jpg,Depressant,White Pressed Pill,Sold as: Alprazolam,"Microcrystalline Cellulose:70-75%, Polyvinylpyrrolidone:15-20%, Uncertain Oil:5-10%",Fentanyl: PositiveBenzodiazepine: Negative,Notes: Imprint: XANAX / 2. This sample unexpectedly contains fentanyl and we could not detect any benzodiazepines. Any amount of fentanyl can be dangerous if unexpected.,"Vancouver, BC",10/08/2022
https://getyourdrugstested.com/wp-content/uploads/2022/10/G0635.jpg,Opioid,White Tablet,Sold as: Acetaminophen and Oxycodone,"Microcrystalline Cellulose:55-60%, Lactose:10-15%, Uncertain Oil:10-15%, Caffeine:10-15%",Fentanyl: PositiveBenzodiazepine: Negative,Notes: Imprint: TEC Etizolam or a similar substance is suspected in this sample but cannot be confirmed.,"Vancouver, BC",10/06/2022
https://getyourdrugstested.com/wp-content/uploads/2022/09/G2722.jpg,Psychedelic,Light Brown Granules Code:  crystal,Sold as: MDMA,"MDMA:55-60%, Sucrose:40-45%",Fentanyl: PositiveBenzodiazepine: Negative,"Notes: This sample is risky as it is contaminated with fentanyl, whch is not expected to be found in MDMA and can be dangerous for people without an opioid tolerance.","Vancouver, BC",09/27/2022
https://getyourdrugstested.com/wp-content/uploads/2022/09/M2504.jpg,Opioid,White Tablet,Sold as: Hydromorphone,"Glucose:70-75%, Caffeine:20-25%, Uncertain Oil:5-10%",Fentanyl: Positive,Notes: Imprint: P d / 8,"Toronto, ON",09/25/2022
https://getyourdrugstested.com/wp-content/uploads/2022/09/G2533.jpg,Psychedelic,Light Brown Crystal,Sold as: MDMA,"MDMA:80-85%, TFMPP:10-15%, Uncertain Match:5-10%",Fentanyl: Negative,"Notes: TFMPP is usually used in combination with BZP to mimic the effects of MDMA. They are novel substances with structural similarities to amphetamines. Typical side effects include palpitations, agitation, anxiety, dizziness, confusion, tremor, headache, insomnia and vomiting.","Vancouver, BC",09/25/2022
https://getyourdrugstested.com/wp-content/uploads/2022/09/G24020.jpg,Opioid,White Granules,Sold as: Fentanyl,"Xylazine:80-85%, Fentanyl:10-15%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Negative,Notes:,"Vancouver, BC",09/24/2022
https://getyourdrugstested.com/wp-content/uploads/2022/09/G2338.jpg,Psychedelic,Light Brown Granules,Sold as: MDMA,"MDMA:65-70%, Amoxicillin:30-35%",Fentanyl: Negative,"Notes: Amoxicillin is an antibiotic used to treat various bacterial infections. Adverse reactions include nausea, vomiting, and the possibility of allergic reactions.","Vancouver, BC",09/23/2022
https://getyourdrugstested.com/wp-content/uploads/2022/09/G2233.jpg,Opioid,Orange Pebble,Sold as: Down,"Phenacetin:50-55%, Cocaine Base:50-55%",Fentanyl: NegativeBenzodiazepine: Negative,Notes: This substance was sold as down but contained no fentanyl or other opioids. Unexpectedly consuming stimulants could lead to undesired effects.,"Vancouver, BC",09/22/2022
https://getyourdrugstested.com/wp-content/uploads/2022/09/G1018.jpg,Psychedelic,Light Red Crystal Code:  MD101,Sold as: MDMA,,Fentanyl: Negative,Notes:,"Vancouver, BC",09/10/2022
https://getyourdrugstested.com/wp-content/uploads/2022/09/M0204.jpg,Stimulant,Colourless Crystal Code:  BigDirtyT,Sold as: Methamphetamine,"Methamphetamine:90-95%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: This sample unexpectedly tested positive for fentanyl and benzodiazepines by test strip. Fentanyl can cause a severe overdose for those who do not regularly use opioids.,"Powell River, BC",09/02/2022
https://getyourdrugstested.com/wp-content/uploads/2022/09/G0139.jpg,Stimulant,White Powder,Sold as: Cocaine,,Fentanyl: PositiveBenzodiazepine: Positive,Notes:,"Vancouver, BC",09/01/2022
https://getyourdrugstested.com/wp-content/uploads/2022/08/G3021.jpg,Opioid,White Pressed Pill,Sold as: Acetaminophen and Oxycodone,"Dicalcium Phosphate:45-50%, Uncertain Mineral:20-25%, Uncertain Carbohydrate:5-10%, Uncertain Oil:5-10%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Negative,Notes: Imprint: TEC,"Vancouver, BC",08/30/2022
